time,velocity,x,y
1130,0.496,0.804,0.316
1131,0.496,1.164,0.674
1132,0.496,1.525,1.033
1133,0.496,1.885,1.391
1134,0.496,2.245,1.749
1135,0.022,2.263,1.766
1136,0.103,2.280,1.779
1137,0.249,2.324,1.604
1138,0.472,2.354,1.630
1139,0.009,2.255,1.694
1140,0.015,2.275,1.671
1141,0.496,2.178,2.067
1142,0.248,2.137,2.257
1143,0.248,2.144,2.254
1144,0.248,2.190,2.335
1145,0.017,2.143,2.268
1146,0.248,2.143,2.288
1147,0.486,2.170,2.352
1148,0.014,2.159,2.251
1149,0.499,2.038,2.257
1150,0.496,1.530,2.244
1152,0.496,1.023,2.232
1153,0.496,0.515,2.219
1154,0.496,0.007,2.206
1155,0.496,-0.501,2.193
1156,0.496,-1.008,2.181
1157,0.496,-1.516,2.168
1158,0.496,-2.024,2.155
1159,0.248,-2.291,2.150
1160,0.072,-2.266,2.143
1161,0.537,-2.243,2.185
1162,0.016,-2.152,2.263
1163,0.011,-2.150,2.270
1164,0.248,-2.156,2.255
1165,0.017,-2.146,2.265
1166,0.498,-2.283,2.181
1167,0.520,-2.307,2.179
1168,0.004,-2.250,2.212
1169,0.009,-2.269,2.189
1170,0.248,-2.227,2.295
1171,0.097,-2.246,2.260
1172,0.012,-2.367,2.271
1173,0.013,-2.264,2.271
1174,0.248,-2.274,2.319
1175,0.077,-2.273,2.264
1176,0.496,-2.070,2.239
1177,0.496,-1.567,2.169
1178,0.496,-1.064,2.099
1179,0.496,-0.561,2.029
1180,0.496,-0.058,1.959
1181,0.496,0.446,1.889
1182,0.496,0.949,1.819
1183,0.496,1.452,1.750
1184,0.496,1.955,1.680
1185,0.249,2.314,1.633
1186,0.026,2.251,1.644
1187,0.495,2.295,1.906
1188,0.249,2.338,2.290
1189,0.009,2.324,2.217
1190,0.013,2.339,2.236
1191,0.003,2.284,2.349
1192,0.019,2.267,2.364
1193,0.015,2.141,2.365
1195,0.015,2.052,2.278
1196,0.146,2.016,2.365
1197,0.016,2.072,2.262
1198,0.248,2.097,2.304
1199,0.031,2.052,2.266
1200,0.248,2.048,2.297
1201,0.040,2.072,2.351
1202,0.014,2.092,2.248
1203,0.248,2.152,2.298
1204,0.015,2.119,2.271
1205,0.020,2.127,2.254
1206,0.011,2.111,2.268
1207,0.495,2.320,2.093
1208,0.004,2.267,2.142
1209,0.009,2.249,2.147
1210,0.011,2.264,2.134
1211,0.016,2.268,2.256
1212,0.011,2.257,2.269
1213,0.020,2.256,2.263
1214,0.016,2.254,2.271
1215,0.248,2.332,2.299
1216,0.248,2.325,2.271
1217,0.006,2.252,2.265
1218,0.498,2.218,2.147
1219,0.496,2.069,1.661
1220,0.496,1.920,1.175
1221,0.496,1.771,0.690
1222,0.496,1.622,0.204
1223,0.496,1.473,-0.281
1224,0.496,1.324,-0.767
1225,0.496,1.175,-1.252
1226,0.496,1.026,-1.738
1227,0.496,0.877,-2.223
1228,0.018,0.876,-2.257
1229,0.026,0.856,-2.279
1230,0.495,1.084,-2.161
1231,0.496,1.531,-1.919
1232,0.496,1.977,-1.677
1233,0.249,2.334,-1.489
1234,0.535,2.311,-1.540
1235,0.310,2.263,-1.540
1236,0.269,2.271,-1.538
1238,0.019,2.244,-1.518
1239,0.023,2.257,-1.521
1240,0.473,2.304,-1.560
1241,0.019,2.283,-1.534
1242,0.248,2.242,-1.525
1243,0.016,2.254,-1.524
1244,0.023,2.251,-1.519
1245,0.039,2.269,-1.534
1246,0.496,2.310,-1.118
1247,0.248,2.338,-0.780
1248,0.059,2.326,-0.836
1249,0.019,2.251,-0.839
1250,0.248,2.330,-0.930
1251,0.012,2.264,-0.855
1252,0.018,2.247,-0.851
1253,0.220,2.257,-0.858
1254,0.496,2.220,-0.352
1255,0.496,2.183,0.155
1256,0.496,2.146,0.661
1257,0.496,2.109,1.168
1258,0.496,2.072,1.674
1259,0.496,2.035,2.181
1260,0.011,2.034,2.250
1261,0.248,2.035,2.263
1262,0.308,2.036,2.283
1263,0.026,2.053,2.267
1264,0.490,2.118,2.356
1265,0.009,2.038,2.266
1266,0.026,2.059,2.289
1267,0.496,1.610,2.322
1268,0.248,1.343,2.339
1269,0.054,1.370,2.327
1270,0.252,1.356,2.314
1271,0.249,1.324,2.303
1272,0.088,1.308,2.251
1273,0.498,1.143,2.256
1274,0.496,0.635,2.237
1275,0.496,0.127,2.219
1276,0.496,-0.380,2.201
1277,0.496,-0.888,2.183
1278,0.496,-1.395,2.165
1280,0.496,-1.903,2.147
1281,0.225,-2.361,2.131
1282,0.013,-2.264,2.136
1283,0.022,-2.269,2.138
1284,0.248,-2.248,2.131
1285,0.017,-2.265,2.143
1286,0.495,-2.167,1.932
1287,0.496,-1.961,1.467
1288,0.496,-1.755,1.003
1289,0.496,-1.549,0.539
1290,0.496,-1.344,0.074
1291,0.496,-1.138,-0.390
1292,0.496,-0.932,-0.854
1293,0.496,-0.726,-1.318
1294,0.496,-0.520,-1.783
1295,0.496,-0.314,-2.247
1296,0.018,-0.323,-2.248
1297,0.026,-0.302,-2.269
1298,0.496,-0.636,-2.191
1299,0.496,-1.131,-2.079
1300,0.496,-1.627,-1.967
1301,0.496,-2.122,-1.855
1302,0.016,-2.250,-1.832
1303,0.015,-2.270,-1.820
1304,0.495,-2.184,-2.034
1305,0.248,-2.086,-2.304
1306,0.106,-2.100,-2.269
1307,0.009,-2.088,-2.268
1308,0.248,-2.084,-2.321
1309,0.249,-2.102,-2.316
1310,0.088,-2.084,-2.263
1311,0.248,-2.057,-2.290
1312,0.022,-2.070,-2.276
1313,0.027,-2.052,-2.242
1314,0.248,-1.976,-2.337
1315,0.247,-2.019,-2.335
1316,0.016,-2.055,-2.248
1317,0.248,-2.068,-2.278
1318,0.530,-2.046,-2.312
1319,0.004,-2.077,-2.255
1320,0.489,-2.143,-2.297
1321,0.013,-2.195,-2.305
1323,0.065,-2.201,-2.303
1324,0.011,-2.246,-2.266
1325,0.249,-2.252,-2.313
1326,0.025,-2.244,-2.249
1327,0.249,-2.000,-2.331
1328,0.251,-2.085,-2.305
1329,0.015,-2.138,-2.263
1330,0.248,-2.186,-2.330
1331,0.012,-2.117,-2.268
1332,0.017,-2.119,-2.251
1333,0.012,-2.106,-2.263
1334,0.248,-2.245,-2.245
1335,0.016,-2.263,-2.234
1336,0.016,-2.260,-2.246
1337,0.534,-2.235,-2.283
1338,0.012,-2.187,-2.294
1339,0.083,-2.182,-2.295
1340,0.017,-2.146,-2.275
1341,0.014,-2.148,-2.275
1342,0.496,-2.052,-2.291
1343,0.496,-1.543,-2.290
1344,0.496,-1.035,-2.289
1345,0.496,-0.527,-2.288
1346,0.496,-0.020,-2.287
1347,0.496,0.488,-2.286
1348,0.496,0.996,-2.285
1349,0.496,1.504,-2.285
1350,0.496,2.012,-2.284
1351,0.248,2.304,-2.283
1352,0.077,2.269,-2.277
1353,0.248,2.271,-2.267
1354,0.022,2.283,-2.264
1355,0.498,2.131,-2.148
1356,0.496,1.740,-1.823
1357,0.496,1.349,-1.499
1358,0.496,0.958,-1.175
1359,0.496,0.567,-0.851
1360,0.496,0.176,-0.527
1361,0.496,-0.215,-0.203
1362,0.496,-0.606,0.121
1363,0.496,-0.997,0.445
1364,0.496,-1.388,0.770
1366,0.496,-1.779,1.094
1367,0.496,-2.170,1.418
1368,0.016,-2.266,1.493
1369,0.012,-2.276,1.499
1370,0.057,-2.338,1.269
1371,0.532,-2.343,1.345
1372,0.025,-2.266,1.416
1373,0.017,-2.247,1.410
1374,0.509,-2.282,1.399
1375,0.019,-2.276,1.397
1376,0.011,-2.257,1.411
1377,0.011,-2.272,1.399
1378,0.496,-2.215,1.600
1379,0.496,-2.076,2.089
1380,0.248,-2.036,2.253
1381,0.014,-2.026,2.265
1382,0.050,-2.362,2.330
1383,0.015,-2.259,2.305
1384,0.496,-2.320,2.110
1385,0.542,-2.337,2.069
1386,0.016,-2.285,2.169
1387,0.003,-2.252,2.190
1388,0.021,-2.250,2.197
1389,0.248,-2.276,2.206
1390,0.013,-2.275,2.205
1391,0.490,-2.251,2.131
1392,0.496,-2.086,1.651
1393,0.496,-1.922,1.170
1394,0.496,-1.758,0.689
1395,0.496,-1.593,0.209
1396,0.496,-1.429,-0.272
1397,0.496,-1.265,-0.752
1398,0.496,-1.100,-1.233
1399,0.496,-0.936,-1.714
1400,0.496,-0.772,-2.194
1401,0.013,-0.759,-2.259
1402,0.045,-0.742,-2.277
1403,0.496,-1.024,-2.199
1404,0.496,-1.515,-2.068
1405,0.496,-2.006,-1.937
1406,0.248,-2.309,-1.861
1408,0.249,-2.314,-1.883
1409,0.077,-2.260,-1.880
1410,0.510,-2.255,-1.855
1411,0.496,-1.937,-1.457
1412,0.496,-1.620,-1.061
1413,0.496,-1.303,-0.664
1414,0.496,-0.986,-0.267
1415,0.496,-0.669,0.129
1416,0.496,-0.352,0.526
1417,0.496,-0.035,0.923
1418,0.496,0.283,1.320
1419,0.496,0.600,1.716
1420,0.496,0.917,2.113
1421,0.248,1.060,2.297
1422,0.511,1.025,2.296
1423,0.003,1.054,2.254
1424,0.013,1.031,2.274
1425,0.496,1.281,2.128
1426,0.496,1.714,1.863
1427,0.496,2.148,1.598
1428,0.016,2.257,1.538
1429,0.479,2.312,1.569
1430,0.003,2.269,1.533
1431,0.017,2.292,1.555
1432,0.495,2.188,1.294
1433,0.496,2.007,0.820
1434,0.496,1.825,0.346
1435,0.496,1.643,-0.129
1436,0.496,1.462,-0.603
1437,0.496,1.280,-1.077
1438,0.496,1.099,-1.552
1439,0.496,0.918,-2.026
1440,0.248,0.821,-2.297
1441,0.107,0.836,-2.262
1442,0.492,0.922,-2.241
1443,0.496,1.412,-2.107
1444,0.496,1.902,-1.973
1445,0.247,2.343,-1.857
1446,0.015,2.248,-1.888
1447,0.496,2.318,-2.080
1448,0.015,2.305,-2.056
1449,0.150,2.357,-2.040
1451,0.017,2.252,-2.083
1452,0.490,2.277,-2.148
1453,0.011,2.280,-2.248
1454,0.016,2.294,-2.264
1455,0.496,1.874,-2.240
1456,0.496,1.367,-2.213
1457,0.496,0.860,-2.186
1458,0.496,0.353,-2.159
1459,0.496,-0.155,-2.132
1460,0.496,-0.662,-2.105
1461,0.496,-1.169,-2.078
1462,0.496,-1.676,-2.051
1463,0.496,-2.183,-2.024
1464,0.021,-2.253,-2.021
1465,0.248,-2.301,-1.990
1466,0.079,-2.284,-2.004
1467,0.029,-2.264,-1.988
1468,0.066,-2.284,-2.006
1469,0.495,-2.219,-1.753
1470,0.496,-2.096,-1.260
1471,0.496,-1.974,-0.767
1472,0.496,-1.851,-0.274
1473,0.496,-1.728,0.219
1474,0.496,-1.606,0.712
1475,0.496,-1.483,1.204
1476,0.496,-1.361,1.697
1477,0.496,-1.238,2.190
1478,0.016,-1.229,2.257
1479,0.081,-1.306,2.339
1480,0.021,-1.214,2.261
1481,0.248,-1.216,2.277
1482,0.495,-1.279,2.358
1483,0.009,-1.227,2.259
1484,0.469,-1.228,2.278
1485,0.496,-0.719,2.274
1486,0.496,-0.211,2.270
1487,0.496,0.296,2.265
1488,0.496,0.804,2.261
1489,0.496,1.312,2.257
1490,0.496,1.820,2.253
1491,0.496,2.328,2.249
1492,0.007,2.258,2.248
1494,0.000,2.269,2.258
1495,0.000,2.269,2.258
1496,0.000,2.269,2.258
1497,0.000,2.269,2.258
1498,0.000,2.269,2.258
1499,0.000,2.269,2.258
1500,0.000,2.269,2.258
